path,dataset,ref_raw,pred_raw,wer_raw,ref_normalized,hyp_normalized,wer,cer,sequence_similarity,ref_word_count,hyp_word_count
181930.wav,uzbek_voice,Jinoyatchi jazoni og'irlashtirilgan tartibdagi koloniyada o'tashi ta'kidlangan.,Jinoyatchi jazoni og'irlashtirilgan tartibdagi koloniyada o'tashi ta'kidlangan.,0.0,jinoyatchi jazoni og'irlashtirilgan tartibdagi koloniyada o'tashi ta'kidlangan,jinoyatchi jazoni og'irlashtirilgan tartibdagi koloniyada o'tashi ta'kidlangan,0.0,0.0,1.0,7,7
859148.wav,uzbek_voice,755 431,755 431,0.0,yetti yuz ellik besh ming to'rt yuz o'ttiz bir,yetti yuz ellik besh ming to'rt yuz o'ttiz bir,0.0,0.0,1.0,9,9
00007526.wav,news,"haqida ham biroz to'xtalib o'tsangiz. Xo'p, festival haqida gapiradigan bo'lsak, endi turli xil davlatlarda o'zbek oshxonasini","haqida ham birov so'rqdan bo'lsangiz. Festival haqida gapiradigan bo'lsak, endi turli xil davlatlarda o'zbek oshxonasini",0.3125,haqida ham biroz to'xtalib o'tsangiz xo'p festival haqida gapiradigan bo'lsak endi turli xil davlatlarda o'zbek oshxonasini,haqida ham birov so'rqdan bo'lsangiz festival haqida gapiradigan bo'lsak endi turli xil davlatlarda o'zbek oshxonasini,0.25,0.1138,0.9129,16,15
860280.wav,uzbek_voice,804 927,804 927,0.0,sakkiz yuz to'rt ming to'qqiz yuz yigirma yetti,sakkiz yuz to'rt ming to'qqiz yuz yigirma yetti,0.0,0.0,1.0,8,8
153083.wav,uzbek_voice,aktrisa Asal Shodiyeva pardozsiz va pardoz bilan,Aktrisa Asal Shodiyeva pardozsiz va pardoz bilan,0.1429,aktrisa asal shodiyeva pardozsiz va pardoz bilan,aktrisa asal shodiyeva pardozsiz va pardoz bilan,0.0,0.0,1.0,7,7
840658.wav,uzbek_voice,Yozuvchi qahramonni ana shunday odamlar sirasidan tanlasa adashmaydi.,"Yozuvchi qahramonni ana shunday odamlar sirasidan tanlasa, adashmaydi.",0.125,yozuvchi qahramonni ana shunday odamlar sirasidan tanlasa adashmaydi,yozuvchi qahramonni ana shunday odamlar sirasidan tanlasa adashmaydi,0.0,0.0,1.0,8,8
724064.wav,uzbek_voice,Tarbiyachi mutaxassislarni tayyorlashni boshlangani juda jiddiy muvaffaqiyat.,Tarbiyachimda qaysilarni tayyorlashni boshlangani juda jiddiy muvaffaqiyat.,0.2857,tarbiyachi mutaxassislarni tayyorlashni boshlangani juda jiddiy muvaffaqiyat,tarbiyachimda qaysilarni tayyorlashni boshlangani juda jiddiy muvaffaqiyat,0.2857,0.0921,0.92,7,7
452720.wav,uzbek_voice,Bunga javoban Barselonada mustaqillikning minglab tarafdorlari norozilik marshi uyushtirdi.,Bunga javoban Barselonada mustaqillikning minglab tarafdorlari norozilik marshi uyushtirdi.,0.0,bunga javoban barselonada mustaqillikning minglab tarafdorlari norozilik marshi uyushtirdi,bunga javoban barselonada mustaqillikning minglab tarafdorlari norozilik marshi uyushtirdi,0.0,0.0,1.0,9,9
109006.wav,uzbek_voice,Yuzdagi ajinlardan xalos bo'lish chorasi ko'p.,Yuzdagi ajinlardan xalos bo'lish chorasi ko'p.,0.0,yuzdagi ajinlardan xalos bo'lish chorasi ko'p,yuzdagi ajinlardan xalos bo'lish chorasi ko'p,0.0,0.0,1.0,6,6
479729.wav,uzbek_voice,"Dastlabki ma'lumotlarga qaraganda, portlovchi moddalar joylangan avtomobil portlab ketgan.","Dastlabki ma'lumotlarga qaraganda, portlovchi moddalar joylangan avtomobil portlab ketgan.",0.0,dastlabki ma'lumotlarga qaraganda portlovchi moddalar joylangan avtomobil portlab ketgan,dastlabki ma'lumotlarga qaraganda portlovchi moddalar joylangan avtomobil portlab ketgan,0.0,0.0,1.0,9,9
472683.wav,uzbek_voice,Qadimgi zamonlarda baqlajon zaharli va aqldan ozdiruvchi sabzavot hisoblangan.,Qadimgi zamonlarda baqlajon zaharli va aqldan ozdiruvchi sabzavot hisoblangan.,0.0,qadimgi zamonlarda baqlajon zaharli va aqldan ozdiruvchi sabzavot hisoblangan,qadimgi zamonlarda baqlajon zaharli va aqldan ozdiruvchi sabzavot hisoblangan,0.0,0.0,1.0,9,9
171728.wav,uzbek_voice,Gipermarketning to'rtinchi qavatida oilaviy ko'ngilochar markaz joylashadi.,Hypermarketning to'rtinchi qavatida oilaviy ko'ngilochar markaz joylashadi.,0.1429,gipermarketning to'rtinchi qavatida oilaviy ko'ngilochar markaz joylashadi,hypermarketning to'rtinchi qavatida oilaviy ko'ngilochar markaz joylashadi,0.1429,0.027,0.973,7,7
368225.wav,uzbek_voice,Tomoshabinlardan biri xonanda hayotining so'nggi onlarini videoga muhrlagan.,Tomoshabinlardan biri xonanda hayotining so'nggi onlarini videoga muhrlagan.,0.0,tomoshabinlardan biri xonanda hayotining so'nggi onlarini videoga muhrlagan,tomoshabinlardan biri xonanda hayotining so'nggi onlarini videoga muhrlagan,0.0,0.0,1.0,8,8
365030.wav,uzbek_voice,"Tongni qanday qarshi olsang, kuning ham shunday o'tadi.","To'yna qanday qarshi olsang, kuning ham shunday o'tadi.",0.125,tongni qanday qarshi olsang kuning ham shunday o'tadi,to'yna qanday qarshi olsang kuning ham shunday o'tadi,0.125,0.0566,0.9434,8,8
common_voice_uz_28891112.wav,common_voice,"""Ya'ni bu narsa vaksinadan emas, balki qo'rqqanidan yuz berdi"", dedi.","Ya'ni bu narsa vaksinadan emas, balki qo'rqqanidan yuz berdi, dedi.",0.2,ya'ni bu narsa vaksinadan emas balki qo'rqqanidan yuz berdi dedi,ya'ni bu narsa vaksinadan emas balki qo'rqqanidan yuz berdi dedi,0.0,0.0,1.0,10,10
common_voice_uz_31315853.wav,common_voice,Yolg'iz odam toshda ham yashay oladi.,Yolg'iz odam toshda ham yashay oladi.,0.0,yolg'iz odam toshda ham yashay oladi,yolg'iz odam toshda ham yashay oladi,0.0,0.0,1.0,6,6
192345.wav,uzbek_voice,Aktrisa Maryam Uzerli ishtirokidagi eng yaxshi seriallar.,Aktrisa Maryam uzrli ishtirokidagi eng yaxshi seriallar.,0.1429,aktrisa maryam uzerli ishtirokidagi eng yaxshi seriallar,aktrisa maryam uzrli ishtirokidagi eng yaxshi seriallar,0.1429,0.0179,0.991,7,7
117518.wav,uzbek_voice,"Universitet rektoriga uchrashib, adolatsizlik bo'lganini aytdim.",Universitet rektoriga choshib adolatsizlik bo'lganini aytdim.,0.1667,universitet rektoriga uchrashib adolatsizlik bo'lganini aytdim,universitet rektoriga choshib adolatsizlik bo'lganini aytdim,0.1667,0.0484,0.9672,6,6
common_voice_uz_29491249.wav,common_voice,"Azizam, men ketyapman.","Azizam, men ketyapman.",0.0,azizam men ketyapman,azizam men ketyapman,0.0,0.0,1.0,3,3
831143.wav,uzbek_voice,Ayrim davlat xizmatlari ko'rsatishdagi to'lov miqdorlari kamaytiriladi.,Ayrim davlat xizmatlari ko'rsatishdagi to'lov miqdorlari kamaytiriladi.,0.0,ayrim davlat xizmatlari ko'rsatishdagi to'lov miqdorlari kamaytiriladi,ayrim davlat xizmatlari ko'rsatishdagi to'lov miqdorlari kamaytiriladi,0.0,0.0,1.0,7,7
457546.wav,uzbek_voice,Adme bugungi kunda muvaffaqiyat qozongan startaplar yaratuvchilarining rasmini yig'di.,Adme bugungi kunda muvaffaqiyat qozongan startaplar yaratuvchilarining rasmini yig'di.,0.0,adme bugungi kunda muvaffaqiyat qozongan startaplar yaratuvchilarining rasmini yig'di,adme bugungi kunda muvaffaqiyat qozongan startaplar yaratuvchilarining rasmini yig'di,0.0,0.0,1.0,9,9
126213.wav,uzbek_voice,O'zbekistonliklar xorijiy avtomobillarga kamroq pul sarflay boshladi.,O'zbekistonliklar xorijiy avtomobillarga kamroq pul sarflay boshladi.,0.0,o'zbekistonliklar xorijiy avtomobillarga kamroq pul sarflay boshladi,o'zbekistonliklar xorijiy avtomobillarga kamroq pul sarflay boshladi,0.0,0.0,1.0,7,7
72649.wav,uzbek_voice,O'zbekiston delegatsiyasining AQShga tashrifi davom etmoqda.,O'zbekiston delegatsiyasining AQSHga tashrifiy davom etmoqda.,0.3333,o'zbekiston delegatsiyasining aqshga tashrifi davom etmoqda,o'zbekiston delegatsiyasining aqshga tashrifiy davom etmoqda,0.1667,0.0169,0.9916,6,6
449750.wav,uzbek_voice,Sud tomonidan korxona direktori qilmishiga yarasha jinoiy javobgarlikka tortildi.,Sud tomonidan korxona direktori qilmishiga yarasha jinoiy javobgarlikka tortildi.,0.0,sud tomonidan korxona direktori qilmishiga yarasha jinoiy javobgarlikka tortildi,sud tomonidan korxona direktori qilmishiga yarasha jinoiy javobgarlikka tortildi,0.0,0.0,1.0,9,9
common_voice_uz_28889060.wav,common_voice,"Internet ham bir xil, faqat shuni kattalashtirilgani.","Internet ham bir xil, faqat shuni kattalashtirilgani.",0.0,internet ham bir xil faqat shuni kattalashtirilgani,internet ham bir xil faqat shuni kattalashtirilgani,0.0,0.0,1.0,7,7
common_voice_uz_28905678.wav,common_voice,"Raqibingiz, dushmaningizni yengsangiz g'ururlanmang.","Raqibingiz, dushmaningizni yengsangiz g'ururlanmang.",0.0,raqibingiz dushmaningizni yengsangiz g'ururlanmang,raqibingiz dushmaningizni yengsangiz g'ururlanmang,0.0,0.0,1.0,4,4
common_voice_uz_29005353.wav,common_voice,"Buning qo'rquvi, hayajoni Falastin bilan o'yinda ham sezilib turdi.",Buning qo'rquvi hayajonini Falastin bilan o'yinda ham sezilib turdi.,0.2222,buning qo'rquvi hayajoni falastin bilan o'yinda ham sezilib turdi,buning qo'rquvi hayajonini falastin bilan o'yinda ham sezilib turdi,0.1111,0.0308,0.9848,9,9
common_voice_uz_28891604.wav,common_voice,"Tabiiy ravishda kuchsizroq jamoaga, chunki Qo'qonning goli o'yinni yanada qizitib yuborishi mumkin.","Tabiiy ravishda kuchsizroq jamoaga, chunki Qo'qonning goli o'yinini yanada qizdek yuborishi mumkin.",0.1667,tabiiy ravishda kuchsizroq jamoaga chunki qo'qonning goli o'yinni yanada qizitib yuborishi mumkin,tabiiy ravishda kuchsizroq jamoaga chunki qo'qonning goli o'yinini yanada qizdek yuborishi mumkin,0.1667,0.0515,0.9588,12,12
common_voice_uz_28835065.wav,common_voice,Bemorlarimizni kasalxonalarga ko'rsata olmayapmiz.,bemorlarimizni kasalxonalarga ko'rsata olmayapmiz.,0.25,bemorlarimizni kasalxonalarga ko'rsata olmayapmiz,bemorlarimizni kasalxonalarga ko'rsata olmayapmiz,0.0,0.0,1.0,4,4
common_voice_uz_28925250.wav,common_voice,"Buni soliq ham, o'sha tadbirkorning o'zi ham juda yaxshi va aniq biladi.",Buni soliq ham o'sha tadbirkorning o'zi ham juda yaxshi va aniq biladi.,0.0833,buni soliq ham o'sha tadbirkorning o'zi ham juda yaxshi va aniq biladi,buni soliq ham o'sha tadbirkorning o'zi ham juda yaxshi va aniq biladi,0.0,0.0,1.0,12,12
94671.wav,uzbek_voice,Men buni birinchi marta aytayotganim yo'q.,Men buni birinchi marta aytayotganim yo'q.,0.0,men buni birinchi marta aytayotganim yo'q,men buni birinchi marta aytayotganim yo'q,0.0,0.0,1.0,6,6
860107.wav,uzbek_voice,658 124,658 124,0.0,olti yuz ellik sakkiz ming bir yuz yigirma to'rt,olti yuz ellik sakkiz ming bir yuz yigirma to'rt,0.0,0.0,1.0,9,9
common_voice_uz_29516298.wav,common_voice,"Mening yulduzimda, yer atalmish mening sayyoramda kichkina shahzoda o'ksib-o'ksib yig'lar.",Mening yulduzimda yer atalmish mening sayyoramda kichkina shahzoda o'ksib-o'ksib yig'lar.,0.1,mening yulduzimda yer atalmish mening sayyoramda kichkina shahzoda o'ksib-o'ksib yig'lar,mening yulduzimda yer atalmish mening sayyoramda kichkina shahzoda o'ksib-o'ksib yig'lar,0.0,0.0,1.0,10,10
182010.wav,uzbek_voice,Iordaniya haqida aksariyat o'zbekistonlik tasavvurga ega emas.,Yordaniya haqida aksariyat o'zbekistonlik tasavvurga ega emas.,0.1429,iordaniya haqida aksariyat o'zbekistonlik tasavvurga ega emas,yordaniya haqida aksariyat o'zbekistonlik tasavvurga ega emas,0.1429,0.0164,0.9836,7,7
622417.wav,uzbek_voice,Ular shunchaki dvigatelning aylanish tezligini ko'paytirib qo'yishgan.,Ular shunchaki dvigatelning aylanish tezligini ko'paytirib qo'yishgan.,0.0,ular shunchaki dvigatelning aylanish tezligini ko'paytirib qo'yishgan,ular shunchaki dvigatelning aylanish tezligini ko'paytirib qo'yishgan,0.0,0.0,1.0,7,7
462252.wav,uzbek_voice,Biroq nima sababdan chempion jamoadan ketib qolganiga oydinlik kiritilmagan.,Biroq nima sababdan chempion jamoadan ketib qolganiga oydinlik kiritilmagan.,0.0,biroq nima sababdan chempion jamoadan ketib qolganiga oydinlik kiritilmagan,biroq nima sababdan chempion jamoadan ketib qolganiga oydinlik kiritilmagan,0.0,0.0,1.0,9,9
common_voice_uz_28901670.wav,common_voice,Bu narsaning bizga tug'ma bo'lgan.,Bu narsaning bizga to'g'ma bo'lgan.,0.2,bu narsaning bizga tug'ma bo'lgan,bu narsaning bizga to'g'ma bo'lgan,0.2,0.0606,0.9552,5,5
762657.wav,uzbek_voice,Germaniyada zavoddagi portlashda necha kishi halok bo'lganiga aniqlik kiritildi.,Germaniyada zavoddagi portlashda necha kishi halok bo'lganiga aniqlik kiritildi.,0.0,germaniyada zavoddagi portlashda necha kishi halok bo'lganiga aniqlik kiritildi,germaniyada zavoddagi portlashda necha kishi halok bo'lganiga aniqlik kiritildi,0.0,0.0,1.0,9,9
common_voice_uz_29554504.wav,common_voice,Biroq sen kitoblardagidek yozibsan.,Biroq sin kitoblardagidek yozibsan.,0.25,biroq sen kitoblardagidek yozibsan,biroq sin kitoblardagidek yozibsan,0.25,0.0294,0.9706,4,4
325861.wav,uzbek_voice,Quyida uning safar taassurotlari bilan tanishasiz.,Quyida uning safar taassurotlari bilan tanishasiz.,0.0,quyida uning safar taassurotlari bilan tanishasiz,quyida uning safar taassurotlari bilan tanishasiz,0.0,0.0,1.0,6,6
common_voice_uz_28913415.wav,common_voice,Tinchlikmi? Nima bo'ldi o'zi?,Tinchlikmi? Nima bo'ldi o'zi?,0.0,tinchlikmi nima bo'ldi o'zi,tinchlikmi nima bo'ldi o'zi,0.0,0.0,1.0,4,4
414878.wav,uzbek_voice,Yong'in oqibatida shoxobchadagi 9 ta idishning ustki qismi yonib zararlangan.,Yong'in oqibatida shoxobchadagi 9 ta idishning ustki qismi yonib zararlangan.,0.0,yong'in oqibatida shoxobchadagi to'qqizta idishning ustki qismi yonib zararlangan,yong'in oqibatida shoxobchadagi to'qqizta idishning ustki qismi yonib zararlangan,0.0,0.0,1.0,9,9
common_voice_uz_29385693.wav,common_voice,Qissa shaklida xalqqa ulashayotgan mualliflar paydo bo'ldi.,Qissa shaklida halqa ulashayotgan mualliflar paydo bo'ldi.,0.1429,qissa shaklida xalqqa ulashayotgan mualliflar paydo bo'ldi,qissa shaklida halqa ulashayotgan mualliflar paydo bo'ldi,0.1429,0.0345,0.9739,7,7
273589.wav,uzbek_voice,Ertalab tetiklikka qahvasiz erishish usullari.,Ertalab tetiklikka qahvasiz erishish usullari.,0.0,ertalab tetiklikka qahvasiz erishish usullari,ertalab tetiklikka qahvasiz erishish usullari,0.0,0.0,1.0,5,5
617700.wav,uzbek_voice,"Shuningdek, bir nechta budda ibodatxonalari yonganligi aniqlangan.","Shuningdek, bir nechta budda ibodatxonalari yonganligi aniqlangan.",0.0,shuningdek bir nechta budda ibodatxonalari yonganligi aniqlangan,shuningdek bir nechta budda ibodatxonalari yonganligi aniqlangan,0.0,0.0,1.0,7,7
common_voice_uz_29491327.wav,common_voice,Biznes va aholi yangi sharoitlarga moslashmoqda.,Biznes va aholi yangi sharoitlarga moslashmoqda.,0.0,biznes va aholi yangi sharoitlarga moslashmoqda,biznes va aholi yangi sharoitlarga moslashmoqda,0.0,0.0,1.0,6,6
305085.wav,uzbek_voice,Biroq Gruziyaga qanday javob berilishini ochiqlamadi.,Biroq Gruziyaga qanday javob berilishini ochiqlanmadi.,0.1667,biroq gruziyaga qanday javob berilishini ochiqlamadi,biroq gruziyaga qanday javob berilishini ochiqlanmadi,0.1667,0.0192,0.9905,6,6
common_voice_uz_29987666.wav,common_voice,Qalbini nafrat egallagan uylanish haqida eshitishni ham xohlamasdi.,"Qalbini nafrat egallagan, uylanish haqida eshitishni ham xohlamasdi.",0.125,qalbini nafrat egallagan uylanish haqida eshitishni ham xohlamasdi,qalbini nafrat egallagan uylanish haqida eshitishni ham xohlamasdi,0.0,0.0,1.0,8,8
732927.wav,uzbek_voice,Davlat xizmatchilari har qanday turdagi mukofot va sovg'a olishiga taqiq o'rnatiladi.,Davlat xizmatchilari har qanday turdagi muqofot va sovg'a olishiga taqiq o'rnatiladi.,0.0909,davlat xizmatchilari har qanday turdagi mukofot va sovg'a olishiga taqiq o'rnatiladi,davlat xizmatchilari har qanday turdagi muqofot va sovg'a olishiga taqiq o'rnatiladi,0.0909,0.0119,0.9881,11,11
common_voice_uz_29433895.wav,common_voice,Shu sababli haydovchilarga boshqa aylanma yo'llar orqali harakatlanish tavsiya etilgan.,Shu sababli haydovchilarga boshqa aylanma yo'llar orqali harakatlanish tavsiya etilgan.,0.0,shu sababli haydovchilarga boshqa aylanma yo'llar orqali harakatlanish tavsiya etilgan,shu sababli haydovchilarga boshqa aylanma yo'llar orqali harakatlanish tavsiya etilgan,0.0,0.0,1.0,10,10
191389.wav,uzbek_voice,Toshkent metrosining ba'zi bekatlaridagi o'rindiqlar qayta ta'mirlanmoqda.,Toshkent metrosining ba'zi bekatlardagi o'rniqlar qayta ta'mirlanmoqda.,0.2857,toshkent metrosining ba'zi bekatlaridagi o'rindiqlar qayta ta'mirlanmoqda,toshkent metrosining ba'zi bekatlardagi o'rniqlar qayta ta'mirlanmoqda,0.2857,0.0411,0.979,7,7
488316.wav,uzbek_voice,"Qizaloqning badanida ko'karishlar kuzatildi. Uning ko'ngli aynib, holsizlana boshladi.","Qizaloqning badanida ko'karishlar kuzatildi. Uning ko'ngli aynib, holsizlana boshladi.",0.0,qizaloqning badanida ko'karishlar kuzatildi uning ko'ngli aynib holsizlana boshladi,qizaloqning badanida ko'karishlar kuzatildi uning ko'ngli aynib holsizlana boshladi,0.0,0.0,1.0,9,9
169946.wav,uzbek_voice,Sutkasiga ikki marta axborot almashinuvi amalga oshiriladi.,Sudkasiga ikki marta axborot almashinuvi amalga oshiriladi.,0.1429,sutkasiga ikki marta axborot almashinuvi amalga oshiriladi,sudkasiga ikki marta axborot almashinuvi amalga oshiriladi,0.1429,0.0172,0.9828,7,7
399273.wav,uzbek_voice,Bu narsalarning bittasi taomga tegishli islomning buyruqlari edi.,"Bu narsalarning bittasi taomga tegishli, islomning buyruqlari edi.",0.125,bu narsalarning bittasi taomga tegishli islomning buyruqlari edi,bu narsalarning bittasi taomga tegishli islomning buyruqlari edi,0.0,0.0,1.0,8,8
158817.wav,uzbek_voice,Okrug saylov komissiyalarining birinchi majlislari bo'lib o'tdi.,Okrug saylov komissiyalarining birinchi majlislari bo'lib o'tdi.,0.0,okrug saylov komissiyalarining birinchi majlislari bo'lib o'tdi,okrug saylov komissiyalarining birinchi majlislari bo'lib o'tdi,0.0,0.0,1.0,7,7
347454.wav,uzbek_voice,Uni esa boshqa bir o'smir telefonda videoga olgan.,Uni esa boshqa bir o'smir telefonda videoga olgan.,0.0,uni esa boshqa bir o'smir telefonda videoga olgan,uni esa boshqa bir o'smir telefonda videoga olgan,0.0,0.0,1.0,8,8
482030.wav,uzbek_voice,Prokuratura ko'magi bilan qisqa fursatda ushbu masalalar hal etildi.,Prokuratura ko'magi bilan qisqa fursatda ushbu masalalar hal etildi.,0.0,prokuratura ko'magi bilan qisqa fursatda ushbu masalalar hal etildi,prokuratura ko'magi bilan qisqa fursatda ushbu masalalar hal etildi,0.0,0.0,1.0,9,9
184022.wav,uzbek_voice,"Barcha raqiblarimiz haqida ma'lumotlar to'plab, o'rganib bormoqdamiz.","Barcha raqiblarimiz haqida ma'lumotlar to'plab, o'rganib bormoqdamiz.",0.0,barcha raqiblarimiz haqida ma'lumotlar to'plab o'rganib bormoqdamiz,barcha raqiblarimiz haqida ma'lumotlar to'plab o'rganib bormoqdamiz,0.0,0.0,1.0,7,7
188484.wav,uzbek_voice,Kelgusida O'zbekistonga albatta oilamni ham olib kelaman.,Kelgusida O'zbekistonga albatta oilamni ham olib kelaman.,0.0,kelgusida o'zbekistonga albatta oilamni ham olib kelaman,kelgusida o'zbekistonga albatta oilamni ham olib kelaman,0.0,0.0,1.0,7,7
common_voice_uz_29337539.wav,common_voice,Ammo shu bilan birga sen ham keksasan.,Ammo shu bilan birga sen ham keksasan.,0.0,ammo shu bilan birga sen ham keksasan,ammo shu bilan birga sen ham keksasan,0.0,0.0,1.0,7,7
68457.wav,uzbek_voice,Bolalardan biri muassasada o'z otasini uchratdi.,Bolalardan biri muassasada o'z otasini uchratdi.,0.0,bolalardan biri muassasada o'z otasini uchratdi,bolalardan biri muassasada o'z otasini uchratdi,0.0,0.0,1.0,6,6
294476.wav,uzbek_voice,Bosh konsulxona mazkur fuqaro bilan bog'langan.,Bosh konsulxona mazkur fuqaro bilan bog'langan.,0.0,bosh konsulxona mazkur fuqaro bilan bog'langan,bosh konsulxona mazkur fuqaro bilan bog'langan,0.0,0.0,1.0,6,6
common_voice_uz_29315360.wav,common_voice,Koronavirus pandemiyasi sug'urta mukofotlari o'sishiga muhim omil bo'ldi.,Koronavirus pandemiyasi sug'urta mukofotlari o'sishiga muhim omil bo'ldi.,0.0,koronavirus pandemiyasi sug'urta mukofotlari o'sishiga muhim omil bo'ldi,koronavirus pandemiyasi sug'urta mukofotlari o'sishiga muhim omil bo'ldi,0.0,0.0,1.0,8,8
347778.wav,uzbek_voice,Kanadalik teleboshlovchining Los-Anjelesdagi uyidan aktyorning jasadi topildi.,Kanadalik teleboshlovchining Los-Anjelesdagi uydan aktyorning jasadi topildi.,0.1429,kanadalik teleboshlovchining los-anjelesdagi uyidan aktyorning jasadi topildi,kanadalik teleboshlovchining los-anjelesdagi uydan aktyorning jasadi topildi,0.1429,0.013,0.9935,7,7
27744.wav,uzbek_voice,Bu mavsumdagi ikkinchi iste'fo.,Bu mavsumdagi ikkinchi iste'fo.,0.0,bu mavsumdagi ikkinchi iste'fo,bu mavsumdagi ikkinchi iste'fo,0.0,0.0,1.0,4,4
144778.wav,uzbek_voice,"Iqtidorli insonlar bor, lekin sabr bo'lmasligi mumkin.","Iqtidorli insonlar bor, lekin sabr bo'lmasligi mumkin.",0.0,iqtidorli insonlar bor lekin sabr bo'lmasligi mumkin,iqtidorli insonlar bor lekin sabr bo'lmasligi mumkin,0.0,0.0,1.0,7,7
common_voice_uz_28892981.wav,common_voice,Gol urdi va oqibatda g'alaba qozondi.,Gol urdi va oqibatda g'alaba qozondi.,0.0,gol urdi va oqibatda g'alaba qozondi,gol urdi va oqibatda g'alaba qozondi,0.0,0.0,1.0,6,6
336936.wav,uzbek_voice,Bu xabarga ilova qilingan videoni tomosha qilish shart.,Bu xabarga ilova qilingan videoni tomosha qilish shart.,0.0,bu xabarga ilova qilingan videoni tomosha qilish shart,bu xabarga ilova qilingan videoni tomosha qilish shart,0.0,0.0,1.0,8,8
